t,n_dimers,maxpair_PS2_01,dstar_eff_01,maxpair_PS2_23,dstar_eff_23,maxpair_PS2_45,dstar_eff_45,maxpair_PS2_67,dstar_eff_67
0.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
0.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
1.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
1.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
2.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
2.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
3.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
3.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
4.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
4.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
5.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
5.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
6.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
6.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
7.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
7.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
8.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
8.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
9.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
9.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
10.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
10.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
11.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
11.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
12.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
12.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
13.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
13.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
14.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
14.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
15.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
15.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
16.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
16.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
17.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
17.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
18.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
18.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
19.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
19.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
20.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
20.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
21.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
21.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
22.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
22.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
23.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
23.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
24.0,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
24.5,2223,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
