t,n_dimers,maxpair_PS2_01,dstar_eff_01,maxpair_PS2_23,dstar_eff_23,maxpair_PS2_45,dstar_eff_45,maxpair_PS2_67,dstar_eff_67
0.0,2294,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
0.5,2281,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
1.0,2267,0.9997597971650525,3.464534744358381,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
1.5,2252,0.9999943109858547,3.4657074576480875,1.0,3.4657359027997265,1.0,3.4657359027997265,1.0,3.4657359027997265
2.0,2239,1.0,3.4657359027997265,0.9993328327878389,3.4623989534635107,0.9995637171774341,3.4635540126916933,0.9998547796476523,3.465009748310507
2.5,2226,0.9990577128372717,3.4610222458279205,1.0,3.4657359027997265,0.9990365573494042,3.4609163675008365,0.9992666875356501,3.462067995452461
3.0,2212,0.9994650929067749,3.463060651764418,0.999462956716647,3.4630499650859843,0.9996058353657635,3.4637646911120505,0.9980249600412494,3.4558509381894904
3.5,2200,0.9991539758202056,3.461503991498586,0.9996029966623692,3.4637504919781286,0.9997697534023865,3.464584537257573,0.9986603382184895,3.4590331031467842
4.0,2184,0.9975943676905543,3.453693250340943,0.9980354684318509,3.4559035838431567,0.9993402777557081,3.4624362030158755,0.9999618205024168,3.4655450016675324
4.5,2171,0.9948446470309357,3.4398924645451263,0.9997708349121347,3.4645899460487444,0.9999998811860763,3.465735308730073,0.9979253376002165,3.4553518153344105
5.0,2157,0.9958848172057962,3.4451175354962893,0.9992396950416227,3.4619329321158396,0.99760515466874,3.4537473149999647,0.9975044306980306,3.4532424606724947
5.5,2145,0.99661042604467,3.448759244922741,0.9976925581638011,3.4541853623878556,0.998356103214736,3.4575096554685625,0.9995825589314907,3.463648261693291
6.0,2133,0.996958797926233,3.4505067231688953,0.9961128793374661,3.4462624270444175,0.9976370766126734,3.4539073053181113,0.9994906537957834,3.463188522974434
6.5,2119,0.994596770068473,3.4386465019266,0.9986389253328511,3.458925893946691,0.9960749417839886,3.4460719954341053,0.9973259660519888,3.4523478249841237
7.0,2107,0.9920248882087461,3.4257004873403316,0.9979821377799887,3.455636398565287,0.9978944552391382,3.455197080116373,0.9985072023685616,3.4582663379800365
7.5,2092,0.9958347468513096,3.444866142903673,0.9994350622838054,3.4629104160315642,0.9965428739744148,3.4484203243275195,0.9984155197173373,3.457807218304174
8.0,2081,0.993882570559232,3.4350548149255844,0.9975453552541923,3.4534475911732754,0.9929854849856758,3.4305397409023635,0.9985323416500664,3.458392220722727
8.5,2069,0.993786694564876,3.4345724610646444,0.9959828554202323,3.44560972790376,0.9954699676944861,3.4430342828260105,0.9976797881942543,3.4541213644599984
9.0,2055,0.9896212907932433,3.4135711848457904,0.9978288146077777,3.4548681736373243,0.9976176029984126,3.453809705676018,0.9961273146948212,3.4463348849608804
9.5,2043,0.9919542432233425,3.4253444100796675,0.9905089179637293,3.418053855864165,0.9986981765720154,3.4592225451185192,0.9963309498065402,3.447356914461102
10.0,2030,0.988289360012946,3.4068371547667,0.9922907872248079,3.4270404909544,0.987162932437982,3.4011350292263787,0.9993421363146483,3.46244550193664
10.5,2017,0.9932450362483747,3.431846493876912,0.9927287469567179,3.4292468155344595,0.9898684612549269,3.414819842297603,0.9929674023752244,3.4304486883372847
11.0,2006,0.980740885458801,3.368500965921842,0.9918106978084962,3.424620809152321,0.985188922139605,3.391126617426494,0.9975710461194821,3.4535763599271863
11.5,1995,0.9754620086115188,3.3415155766400413,0.9881262438377736,3.4060118416330405,0.9761840887071587,3.3452154284194195,0.9981700093027209,3.4565775669204224
12.0,1983,0.980326422011466,3.3663875073376976,0.9923437255448982,3.42730723185688,0.9835717559215437,3.3829124825151573,0.9969186376608082,3.4503053052446364
12.5,1970,0.9807076763430116,3.3683316567875665,0.9922771195870904,3.4269716213648493,0.9826039150593836,3.3779900284607427,0.9972088405842978,3.451760592976761
13.0,1957,0.9761592172640067,3.345088035644403,0.9942558746249257,3.4369324712376232,0.9850283092016262,3.39031141321561,0.9948305459918484,3.4398215934846785
13.5,1945,0.9878144382006012,3.4044338304984207,0.9901519741043183,3.41625171060697,0.988534015871762,3.4080747760081813,0.9935943084991371,3.4336044228976137
14.0,1932,0.9795173190531961,3.3622591016526733,0.9933083293091701,3.432165101279634,0.9847039546994728,3.388664719850072,0.9956837950811473,3.444108169692413
14.5,1921,0.968667748095149,3.3065678672430545,0.990464280827908,3.417828526536862,0.9885621564544188,3.4082171089055513,0.9853865080527886,3.392129298728709
15.0,1891,0.9804951167227783,3.367247834034422,0.991902743881301,3.425084818070829,0.9835409739655552,3.3827559995870398,0.9764413737765572,3.3465330649853184
15.5,1862,0.9821921504467183,3.375894316717817,0.9871051929923506,3.4008425692261173,0.9777232132568187,3.353092592635213,0.9825900665303923,3.3779195594428173
16.0,1834,0.9984533970621209,3.457996901985811,0.9921148361707475,3.4261538221582266,0.9699136663748404,3.3129948268844562,0.9757383278867048,3.342931726852116
16.5,1803,0.9843890867591536,3.3870656692395955,0.9916510350773196,3.4238158390897566,0.9706774168567819,3.316930486117225,0.9733121468087067,3.330483704788829
17.0,1775,0.9853086776288907,3.391734359803076,0.9901939989091283,3.4164639200157754,0.9713462614638553,3.320374546254004,0.9739864558465753,3.33394649710995
17.5,1748,0.9905743216451387,3.4183839968704866,0.9850764637818065,3.390555839709318,0.9793149417058584,3.3612259486251683,0.9755926394978454,3.3421851165047927
18.0,1719,0.9876835526120816,3.4037712857156883,0.9839485335207044,3.3848274696478864,0.9758178136105613,3.343339020919708,0.971230971242204,3.3197810551956017
18.5,1695,0.9760667376677643,3.3446143220556763,0.9759080086770547,3.3438011507205623,0.9744071963056102,3.336105919386399,0.9731792418703481,3.329800912461372
19.0,1667,0.9764224826274464,3.3464363293677826,0.9807170144355053,3.368379265510643,0.9772308554224177,3.3505740790153835,0.9598409256111826,3.2607973491058235
19.5,1642,0.9747607881601373,3.3379199849837398,0.9711371778164676,3.31929817338015,0.9745441117679644,3.3368084277662247,0.9640595040714772,3.282724602492974
20.0,1613,0.968840582255767,3.307459910690657,0.9664059802491906,3.2948795845548693,0.9701383594130703,3.3141530073674934,0.9743951127230103,3.3360439142125333
20.5,1588,0.9693710879253641,3.310196999167662,0.962180994702345,3.2729723936392485,0.9667609048885826,3.296715559742054,0.977966284664687,3.3543354863020163
21.0,1565,0.9697950725661533,3.312383426799206,0.9661062548222561,3.2933286219068805,0.9689719002907432,3.3081375719007067,0.9783729969733531,3.3564144320060807
21.5,1540,0.9640499690615981,3.2826751498554962,0.9661168959950042,3.2933836940798003,0.9665452223558888,3.2955999447313262,0.9749354661483417,3.3388159090964615
22.0,1517,0.9528324630260919,3.224154951122818,0.9744486003569042,3.3363183725159278,0.9673104421548542,3.299556909322565,0.9736404761570842,3.3321700804490115
22.5,1493,0.9512757570242282,3.215979437082699,0.9734591595065281,3.331238866412713,0.9641494936405804,3.283191302779485,0.9622032863873039,3.273088231651329
23.0,1470,0.948603412800048,3.2019135636891427,0.9668861844272939,3.2973634522120854,0.959377663752434,3.2583835444964198,0.9660425919883661,3.29299912951804
23.5,1446,0.9516966826474761,3.218191374687982,0.9647666477327158,3.286390789268072,0.9428837177848017,3.1716743283457123,0.9579087022061836,3.250721872981072
24.0,1424,0.9503375975881726,3.2110459446359085,0.961034770983059,3.267012459889468,0.9475465023924381,3.19633958186102,0.9587973575947816,3.2553582409193305
24.5,1401,0.9498906181566522,3.208693703804725,0.9597771547212631,3.2604651429727576,0.9408303111540292,3.1607734834585886,0.9623358476921234,3.273777026712348
25.0,1378,0.9534972328922766,3.22764212280437,0.9566765876542533,3.2442864598994654,0.9229854156703772,3.065026674743239,0.9290595098419743,3.097823481484694
25.5,1358,0.9543404045477427,3.2320616378292124,0.9519106705976782,3.21931549280372,0.9244690348430374,3.0730572894692503,0.9199678016987276,3.0486528642744384
26.0,1334,0.9403850514038904,3.158406610599078,0.9575455506310621,3.248825969808575,0.9224571105540584,3.06216391893674,0.9321987294645332,3.1146896128625885
26.5,1315,0.9386283397270423,3.1490574904865554,0.9596531050460059,3.2598188591351516,0.924982585332828,3.0758340612289823,0.9260402824788455,3.08154818437423
27.0,1295,0.9343529252738552,3.126230663764054,0.9498763482541714,3.2086185898421524,0.9191395343391446,3.044149226018251,0.9264783230293618,3.083912752035671
27.5,1273,0.9273092574874572,3.0883951130271763,0.9475499097638448,3.1963575617980022,0.9078931851405785,2.9825931787444544,0.9272811687068191,3.088243657588587
28.0,1254,0.9223840508141293,3.061767897092165,0.9546246328628566,3.2335505509923346,0.9062100322390001,2.9733150220859494,0.9298852253498253,3.1022653325334315
28.5,1234,0.9141411762837371,3.016884604666506,0.9573326199695905,3.247713989602114,0.9095737094815046,2.9918397010598703,0.9300004597088151,3.102884910177708
29.0,1215,0.9132309371864616,3.011903467185815,0.9491227733504126,3.2046503155299577,0.8981494652535785,2.928641992029675,0.9298264199487398,3.1019491254415756
29.5,1196,0.9075684871258898,2.980804663882857,0.9593213072198017,3.2580898218567507,0.9075836665485293,2.9808882900549616,0.9298742435463307,3.102206282942996
30.0,1176,0.9103262867308072,2.995974968348001,0.9647040892625469,3.286066563204461,0.9109478062695751,2.9993875220393034,0.9248152066968357,3.0749292129414005
30.5,1159,0.9040849224442318,2.9615759915736084,0.959866188229562,3.260928945317551,0.9145756657171703,3.019260529859678,0.9192239283817367,3.044608297602096
31.0,1140,0.8916708697063992,2.8924449295905785,0.9427373813367924,3.1708982633750176,0.911136236171243,3.000421666996126,0.9227888273185155,3.0639616021681304
31.5,1121,0.889445032328353,2.879948053142425,0.9306090966440907,3.1061560798592063,0.9146193076010501,3.0194991150543933,0.9095212802838452,2.9915514852274425
32.0,1105,0.8951226782010153,2.9117634053750234,0.9369582020161462,3.140152872570212,0.9052645123581674,2.968095407106982,0.9056770160453796,2.9703732481519673
32.5,1086,0.8919551257214533,2.8940386270259677,0.9403930784113012,3.1584492897821432,0.9161354904628285,3.027780853329871,0.8987880006689722,2.9321954570465674
33.0,1061,0.8988549588559241,2.932567934721448,0.9434842367385151,3.174857795137331,0.9221679788357978,3.0605964908328316,0.9016628088631886,2.948162628280066
33.5,1036,0.8956507089688438,2.9147120240384154,0.9455998164728827,3.186056770721311,0.9212369766998936,3.055546042138607,0.8893316976904979,2.879310903824605
